ID	SENTENCE	BLOCK	PATTERN_TYPE	ACTUAL	ACCEPTABLE
9278	I do not like shirts , I prefer clothes .	2	prefer-jewelry	<	N
9279	I do not like clothes , I prefer shirts .	2	prefer-jewelry	>	N
9280	I do not like shirts , I prefer naturism .	3	prefer-jewelry	NR	Y
9281	I do not like naturism , I prefer shirts .	3	prefer-jewelry	NR*	Y
9282	I do not like shirts , I prefer clothes .	3	prefer-jewelry	<	N
9283	I do not like clothes , I prefer shirts .	3	prefer-jewelry	>	N
9284	I do not like trousers , I prefer dogs .	4	prefer-jewelry	NR	Y
9285	I do not like dogs , I prefer trousers .	4	prefer-jewelry	NR*	Y
9286	I do not like trousers , I prefer clothes .	4	prefer-jewelry	<	N
9287	I do not like clothes , I prefer trousers .	4	prefer-jewelry	>	N
9288	I do not like trousers , I prefer jewelry .	5	prefer-jewelry	NR	Y
9289	I do not like jewelry , I prefer trousers .	5	prefer-jewelry	NR*	Y
9290	I do not like trousers , I prefer clothes .	5	prefer-jewelry	<	N
9291	I do not like clothes , I prefer trousers .	5	prefer-jewelry	>	N
9292	I do not like trousers , I prefer traveling .	6	prefer-jewelry	NR	Y
9293	I do not like traveling , I prefer trousers .	6	prefer-jewelry	NR*	Y
9294	I do not like trousers , I prefer clothes .	6	prefer-jewelry	<	N
9295	I do not like clothes , I prefer trousers .	6	prefer-jewelry	>	N
9296	I do not like trousers , I prefer naturism .	7	prefer-jewelry	NR	Y
9297	I do not like naturism , I prefer trousers .	7	prefer-jewelry	NR*	Y
9298	I do not like trousers , I prefer clothes .	7	prefer-jewelry	<	N
9299	I do not like clothes , I prefer trousers .	7	prefer-jewelry	>	N
9300	I do not like socks , I prefer dogs .	8	prefer-jewelry	NR	Y
9301	I do not like dogs , I prefer socks .	8	prefer-jewelry	NR*	Y
9302	I do not like socks , I prefer clothes .	8	prefer-jewelry	<	N
9303	I do not like clothes , I prefer socks .	8	prefer-jewelry	>	N
9304	I do not like socks , I prefer jewelry .	9	prefer-jewelry	NR	Y
9305	I do not like jewelry , I prefer socks .	9	prefer-jewelry	NR*	Y
9306	I do not like socks , I prefer clothes .	9	prefer-jewelry	<	N
9307	I do not like clothes , I prefer socks .	9	prefer-jewelry	>	N
9308	I do not like socks , I prefer traveling .	10	prefer-jewelry	NR	Y
9309	I do not like traveling , I prefer socks .	10	prefer-jewelry	NR*	Y
9310	I do not like socks , I prefer clothes .	10	prefer-jewelry	<	N
9311	I do not like clothes , I prefer socks .	10	prefer-jewelry	>	N
9312	I do not like socks , I prefer naturism .	11	prefer-jewelry	NR	Y
9313	I do not like naturism , I prefer socks .	11	prefer-jewelry	NR*	Y
9314	I do not like socks , I prefer clothes .	11	prefer-jewelry	<	N
9315	I do not like clothes , I prefer socks .	11	prefer-jewelry	>	N
9316	I do not like jeans , I prefer dogs .	12	prefer-jewelry	NR	Y
9317	I do not like dogs , I prefer jeans .	12	prefer-jewelry	NR*	Y
9318	I do not like jeans , I prefer clothes .	12	prefer-jewelry	<	N
9319	I do not like clothes , I prefer jeans .	12	prefer-jewelry	>	N
9320	I do not like jeans , I prefer jewelry .	13	prefer-jewelry	NR	Y
9321	I do not like jewelry , I prefer jeans .	13	prefer-jewelry	NR*	Y
9322	I do not like jeans , I prefer clothes .	13	prefer-jewelry	<	N
9323	I do not like clothes , I prefer jeans .	13	prefer-jewelry	>	N
9324	I do not like jeans , I prefer traveling .	14	prefer-jewelry	NR	Y
9325	I do not like traveling , I prefer jeans .	14	prefer-jewelry	NR*	Y
9326	I do not like jeans , I prefer clothes .	14	prefer-jewelry	<	N
9327	I do not like clothes , I prefer jeans .	14	prefer-jewelry	>	N
9328	I do not like jeans , I prefer naturism .	15	prefer-jewelry	NR	Y
9329	I do not like naturism , I prefer jeans .	15	prefer-jewelry	NR*	Y
9330	I do not like jeans , I prefer clothes .	15	prefer-jewelry	<	N
9331	I do not like clothes , I prefer jeans .	15	prefer-jewelry	>	N
9332	I do not like London , I prefer towns .	0	prefer-cities-name	NR	Y
9333	I do not like towns , I prefer London .	0	prefer-cities-name	NR*	Y
9334	I do not like London , I prefer cities .	0	prefer-cities-name	<	N
9335	I do not like cities , I prefer London .	0	prefer-cities-name	>	N
9336	I do not like London , I prefer villages .	1	prefer-cities-name	NR	Y
9337	I do not like villages , I prefer London .	1	prefer-cities-name	NR*	Y
9338	I do not like London , I prefer cities .	1	prefer-cities-name	<	N
9339	I do not like cities , I prefer London .	1	prefer-cities-name	>	N
9340	I do not like London , I prefer settlements .	2	prefer-cities-name	NR	Y
9341	I do not like settlements , I prefer London .	2	prefer-cities-name	NR*	Y
9342	I do not like London , I prefer cities .	2	prefer-cities-name	<	N
9343	I do not like cities , I prefer London .	2	prefer-cities-name	>	N
9344	I do not like London , I prefer camps .	3	prefer-cities-name	NR	Y
9345	I do not like camps , I prefer London .	3	prefer-cities-name	NR*	Y
9346	I do not like London , I prefer cities .	3	prefer-cities-name	<	N
9347	I do not like cities , I prefer London .	3	prefer-cities-name	>	N
9348	I do not like Rome , I prefer towns .	4	prefer-cities-name	NR	Y
9349	I do not like towns , I prefer Rome .	4	prefer-cities-name	NR*	Y
9350	I do not like Rome , I prefer cities .	4	prefer-cities-name	<	N
9351	I do not like cities , I prefer Rome .	4	prefer-cities-name	>	N
9352	I do not like Rome , I prefer villages .	5	prefer-cities-name	NR	Y
9353	I do not like villages , I prefer Rome .	5	prefer-cities-name	NR*	Y
9354	I do not like Rome , I prefer cities .	5	prefer-cities-name	<	N
9355	I do not like cities , I prefer Rome .	5	prefer-cities-name	>	N
9356	I do not like Rome , I prefer settlements .	6	prefer-cities-name	NR	Y
9357	I do not like settlements , I prefer Rome .	6	prefer-cities-name	NR*	Y
9358	I do not like Rome , I prefer cities .	6	prefer-cities-name	<	N
9359	I do not like cities , I prefer Rome .	6	prefer-cities-name	>	N
9360	I do not like Rome , I prefer camps .	7	prefer-cities-name	NR	Y
9361	I do not like camps , I prefer Rome .	7	prefer-cities-name	NR*	Y
9362	I do not like Rome , I prefer cities .	7	prefer-cities-name	<	N
9363	I do not like cities , I prefer Rome .	7	prefer-cities-name	>	N
9364	I do not like Paris , I prefer towns .	8	prefer-cities-name	NR	Y
9365	I do not like towns , I prefer Paris .	8	prefer-cities-name	NR*	Y
9366	I do not like Paris , I prefer cities .	8	prefer-cities-name	<	N
9367	I do not like cities , I prefer Paris .	8	prefer-cities-name	>	N
9368	I do not like Paris , I prefer villages .	9	prefer-cities-name	NR	Y
9369	I do not like villages , I prefer Paris .	9	prefer-cities-name	NR*	Y
9370	I do not like Paris , I prefer cities .	9	prefer-cities-name	<	N
9371	I do not like cities , I prefer Paris .	9	prefer-cities-name	>	N
9372	I do not like Paris , I prefer settlements .	10	prefer-cities-name	NR	Y
9373	I do not like settlements , I prefer Paris .	10	prefer-cities-name	NR*	Y
9374	I do not like Paris , I prefer cities .	10	prefer-cities-name	<	N
9375	I do not like cities , I prefer Paris .	10	prefer-cities-name	>	N
9376	I do not like Paris , I prefer camps .	11	prefer-cities-name	NR	Y
9377	I do not like camps , I prefer Paris .	11	prefer-cities-name	NR*	Y
9378	I do not like Paris , I prefer cities .	11	prefer-cities-name	<	N
9379	I do not like cities , I prefer Paris .	11	prefer-cities-name	>	N
9380	I do not like Amsterdam , I prefer towns .	12	prefer-cities-name	NR	Y
9381	I do not like towns , I prefer Amsterdam .	12	prefer-cities-name	NR*	Y
9382	I do not like Amsterdam , I prefer cities .	12	prefer-cities-name	<	N
9383	I do not like cities , I prefer Amsterdam .	12	prefer-cities-name	>	N
9384	I do not like Amsterdam , I prefer villages .	13	prefer-cities-name	NR	Y
9385	I do not like villages , I prefer Amsterdam .	13	prefer-cities-name	NR*	Y
9386	I do not like Amsterdam , I prefer cities .	13	prefer-cities-name	<	N
9387	I do not like cities , I prefer Amsterdam .	13	prefer-cities-name	>	N
9388	I do not like Amsterdam , I prefer settlements .	14	prefer-cities-name	NR	Y
9389	I do not like settlements , I prefer Amsterdam .	14	prefer-cities-name	NR*	Y
9390	I do not like Amsterdam , I prefer cities .	14	prefer-cities-name	<	N
9391	I do not like cities , I prefer Amsterdam .	14	prefer-cities-name	>	N
9392	I do not like Amsterdam , I prefer camps .	15	prefer-cities-name	NR	Y
9393	I do not like camps , I prefer Amsterdam .	15	prefer-cities-name	NR*	Y
9394	I do not like Amsterdam , I prefer cities .	15	prefer-cities-name	<	N
9395	I do not like cities , I prefer Amsterdam .	15	prefer-cities-name	>	N
9396	I do not like oaks , I prefer grass .	0	prefer-birds	NR	Y
9397	I do not like grass , I prefer oaks .	0	prefer-birds	NR*	Y
9398	I do not like oaks , I prefer trees .	0	prefer-birds	<	N
9399	I do not like trees , I prefer oaks .	0	prefer-birds	>	N
9400	I do not like oaks , I prefer animals .	1	prefer-birds	NR	Y
9401	I do not like animals , I prefer oaks .	1	prefer-birds	NR*	Y
9402	I do not like oaks , I prefer trees .	1	prefer-birds	<	N
9403	I do not like trees , I prefer oaks .	1	prefer-birds	>	N
9404	I do not like oaks , I prefer bushes .	2	prefer-birds	NR	Y
9405	I do not like bushes , I prefer oaks .	2	prefer-birds	NR*	Y
9406	I do not like oaks , I prefer trees .	2	prefer-birds	<	N
9407	I do not like trees , I prefer oaks .	2	prefer-birds	>	N
9408	I do not like oaks , I prefer shrubs .	3	prefer-birds	NR	Y
9409	I do not like shrubs , I prefer oaks .	3	prefer-birds	NR*	Y
9410	I do not like oaks , I prefer trees .	3	prefer-birds	<	N
9411	I do not like trees , I prefer oaks .	3	prefer-birds	>	N
9412	I do not like birches , I prefer grass .	4	prefer-birds	NR	Y
9413	I do not like grass , I prefer birches .	4	prefer-birds	NR*	Y
9414	I do not like birches , I prefer trees .	4	prefer-birds	<	N
9415	I do not like trees , I prefer birches .	4	prefer-birds	>	N
9416	I do not like birches , I prefer animals .	5	prefer-birds	NR	Y
9417	I do not like animals , I prefer birches .	5	prefer-birds	NR*	Y
9418	I do not like birches , I prefer trees .	5	prefer-birds	<	N
9419	I do not like trees , I prefer birches .	5	prefer-birds	>	N
9420	I do not like birches , I prefer bushes .	6	prefer-birds	NR	Y
9421	I do not like bushes , I prefer birches .	6	prefer-birds	NR*	Y
9422	I do not like birches , I prefer trees .	6	prefer-birds	<	N
9423	I do not like trees , I prefer birches .	6	prefer-birds	>	N
9424	I do not like birches , I prefer shrubs .	7	prefer-birds	NR	Y
9425	I do not like shrubs , I prefer birches .	7	prefer-birds	NR*	Y
9426	I do not like birches , I prefer trees .	7	prefer-birds	<	N
9427	I do not like trees , I prefer birches .	7	prefer-birds	>	N
9428	I do not like firs , I prefer grass .	8	prefer-birds	NR	Y
9429	I do not like grass , I prefer firs .	8	prefer-birds	NR*	Y
9430	I do not like firs , I prefer trees .	8	prefer-birds	<	N
9431	I do not like trees , I prefer firs .	8	prefer-birds	>	N
9432	I do not like firs , I prefer animals .	9	prefer-birds	NR	Y
9433	I do not like animals , I prefer firs .	9	prefer-birds	NR*	Y
9434	I do not like firs , I prefer trees .	9	prefer-birds	<	N
9435	I do not like trees , I prefer firs .	9	prefer-birds	>	N
9436	I do not like firs , I prefer bushes .	10	prefer-birds	NR	Y
9437	I do not like bushes , I prefer firs .	10	prefer-birds	NR*	Y
9438	I do not like firs , I prefer trees .	10	prefer-birds	<	N
9439	I do not like trees , I prefer firs .	10	prefer-birds	>	N
9440	I do not like firs , I prefer shrubs .	11	prefer-birds	NR	Y
9441	I do not like shrubs , I prefer firs .	11	prefer-birds	NR*	Y
9442	I do not like firs , I prefer trees .	11	prefer-birds	<	N
9443	I do not like trees , I prefer firs .	11	prefer-birds	>	N
9444	I do not like pines , I prefer grass .	12	prefer-birds	NR	Y
9445	I do not like grass , I prefer pines .	12	prefer-birds	NR*	Y
9446	I do not like pines , I prefer trees .	12	prefer-birds	<	N
9447	I do not like trees , I prefer pines .	12	prefer-birds	>	N
9448	I do not like pines , I prefer animals .	13	prefer-birds	NR	Y
9449	I do not like animals , I prefer pines .	13	prefer-birds	NR*	Y
9450	I do not like pines , I prefer trees .	13	prefer-birds	<	N
9451	I do not like trees , I prefer pines .	13	prefer-birds	>	N
9452	I do not like pines , I prefer bushes .	14	prefer-birds	NR	Y
9453	I do not like bushes , I prefer pines .	14	prefer-birds	NR*	Y
9454	I do not like pines , I prefer trees .	14	prefer-birds	<	N
9455	I do not like trees , I prefer pines .	14	prefer-birds	>	N
9456	I do not like pines , I prefer shrubs .	15	prefer-birds	NR	Y
9457	I do not like shrubs , I prefer pines .	15	prefer-birds	NR*	Y
9458	I do not like pines , I prefer trees .	15	prefer-birds	<	N
9459	I do not like trees , I prefer pines .	15	prefer-birds	>	N
9460	I do not like polyester , I prefer wood .	0	prefer-plastics	NR	Y
9461	I do not like wood , I prefer polyester .	0	prefer-plastics	NR*	Y
9462	I do not like polyester , I prefer plastic .	0	prefer-plastics	<	N
9463	I do not like plastic , I prefer polyester .	0	prefer-plastics	>	N
9464	I do not like polyester , I prefer cotton .	1	prefer-plastics	NR	Y
9465	I do not like cotton , I prefer polyester .	1	prefer-plastics	NR*	Y
9466	I do not like polyester , I prefer plastic .	1	prefer-plastics	<	N
9467	I do not like plastic , I prefer polyester .	1	prefer-plastics	>	N
9468	I do not like polyester , I prefer glass .	2	prefer-plastics	NR	Y
9469	I do not like glass , I prefer polyester .	2	prefer-plastics	NR*	Y
9470	I do not like polyester , I prefer plastic .	2	prefer-plastics	<	N
9471	I do not like plastic , I prefer polyester .	2	prefer-plastics	>	N
9472	I do not like polyester , I prefer leather .	3	prefer-plastics	NR	Y
9473	I do not like leather , I prefer polyester .	3	prefer-plastics	NR*	Y
9474	I do not like polyester , I prefer plastic .	3	prefer-plastics	<	N
9475	I do not like plastic , I prefer polyester .	3	prefer-plastics	>	N
9476	I do not like nylon , I prefer wood .	4	prefer-plastics	NR	Y
9477	I do not like wood , I prefer nylon .	4	prefer-plastics	NR*	Y
9478	I do not like nylon , I prefer plastic .	4	prefer-plastics	<	N
9479	I do not like plastic , I prefer nylon .	4	prefer-plastics	>	N
9480	I do not like nylon , I prefer cotton .	5	prefer-plastics	NR	Y
9481	I do not like cotton , I prefer nylon .	5	prefer-plastics	NR*	Y
9482	I do not like nylon , I prefer plastic .	5	prefer-plastics	<	N
9483	I do not like plastic , I prefer nylon .	5	prefer-plastics	>	N
9484	I do not like nylon , I prefer glass .	6	prefer-plastics	NR	Y
9485	I do not like glass , I prefer nylon .	6	prefer-plastics	NR*	Y
9486	I do not like nylon , I prefer plastic .	6	prefer-plastics	<	N
9487	I do not like plastic , I prefer nylon .	6	prefer-plastics	>	N
9488	I do not like nylon , I prefer leather .	7	prefer-plastics	NR	Y
9489	I do not like leather , I prefer nylon .	7	prefer-plastics	NR*	Y
9490	I do not like nylon , I prefer plastic .	7	prefer-plastics	<	N
9491	I do not like plastic , I prefer nylon .	7	prefer-plastics	>	N
9492	I do not like vinyl , I prefer wood .	8	prefer-plastics	NR	Y
9493	I do not like wood , I prefer vinyl .	8	prefer-plastics	NR*	Y
9494	I do not like vinyl , I prefer plastic .	8	prefer-plastics	<	N
9495	I do not like plastic , I prefer vinyl .	8	prefer-plastics	>	N
9496	I do not like vinyl , I prefer cotton .	9	prefer-plastics	NR	Y
9497	I do not like cotton , I prefer vinyl .	9	prefer-plastics	NR*	Y
9498	I do not like vinyl , I prefer plastic .	9	prefer-plastics	<	N
9499	I do not like plastic , I prefer vinyl .	9	prefer-plastics	>	N
9500	I do not like vinyl , I prefer glass .	10	prefer-plastics	NR	Y
9501	I do not like glass , I prefer vinyl .	10	prefer-plastics	NR*	Y
9502	I do not like vinyl , I prefer plastic .	10	prefer-plastics	<	N
9503	I do not like plastic , I prefer vinyl .	10	prefer-plastics	>	N
9504	I do not like vinyl , I prefer leather .	11	prefer-plastics	NR	Y
9505	I do not like leather , I prefer vinyl .	11	prefer-plastics	NR*	Y
9506	I do not like vinyl , I prefer plastic .	11	prefer-plastics	<	N
9507	I do not like plastic , I prefer vinyl .	11	prefer-plastics	>	N
9508	I do not like PVC , I prefer wood .	12	prefer-plastics	NR	Y
9509	I do not like wood , I prefer PVC .	12	prefer-plastics	NR*	Y
9510	I do not like PVC , I prefer plastic .	12	prefer-plastics	<	N
9511	I do not like plastic , I prefer PVC .	12	prefer-plastics	>	N
9512	I do not like PVC , I prefer cotton .	13	prefer-plastics	NR	Y
9513	I do not like cotton , I prefer PVC .	13	prefer-plastics	NR*	Y
9514	I do not like PVC , I prefer plastic .	13	prefer-plastics	<	N
9515	I do not like plastic , I prefer PVC .	13	prefer-plastics	>	N
9516	I do not like PVC , I prefer glass .	14	prefer-plastics	NR	Y
9517	I do not like glass , I prefer PVC .	14	prefer-plastics	NR*	Y
9518	I do not like PVC , I prefer plastic .	14	prefer-plastics	<	N
9519	I do not like plastic , I prefer PVC .	14	prefer-plastics	>	N
9520	I do not like PVC , I prefer leather .	15	prefer-plastics	NR	Y
9521	I do not like leather , I prefer PVC .	15	prefer-plastics	NR*	Y
9522	I do not like PVC , I prefer plastic .	15	prefer-plastics	<	N
9523	I do not like plastic , I prefer PVC .	15	prefer-plastics	>	N
9524	I do not like chairs , I prefer cutlery .	0	prefer-furniture	NR	Y
9525	I do not like cutlery , I prefer chairs .	0	prefer-furniture	NR*	Y
9526	I do not like chairs , I prefer furniture .	0	prefer-furniture	<	N
9527	I do not like furniture , I prefer chairs .	0	prefer-furniture	>	N
9528	I do not like chairs , I prefer paintings .	1	prefer-furniture	NR	Y
9529	I do not like paintings , I prefer chairs .	1	prefer-furniture	NR*	Y
9530	I do not like chairs , I prefer furniture .	1	prefer-furniture	<	N
9531	I do not like furniture , I prefer chairs .	1	prefer-furniture	>	N
9532	I do not like chairs , I prefer carpeting .	2	prefer-furniture	NR	Y
9533	I do not like carpeting , I prefer chairs .	2	prefer-furniture	NR*	Y
9534	I do not like chairs , I prefer furniture .	2	prefer-furniture	<	N
9535	I do not like furniture , I prefer chairs .	2	prefer-furniture	>	N
9536	I do not like chairs , I prefer minimalism .	3	prefer-furniture	NR	Y
9537	I do not like minimalism , I prefer chairs .	3	prefer-furniture	NR*	Y
9538	I do not like chairs , I prefer furniture .	3	prefer-furniture	<	N
9539	I do not like furniture , I prefer chairs .	3	prefer-furniture	>	N
9540	I do not like tables , I prefer cutlery .	4	prefer-furniture	NR	Y
9541	I do not like cutlery , I prefer tables .	4	prefer-furniture	NR*	Y
9542	I do not like tables , I prefer furniture .	4	prefer-furniture	<	N
9543	I do not like furniture , I prefer tables .	4	prefer-furniture	>	N
9544	I do not like tables , I prefer paintings .	5	prefer-furniture	NR	Y
9545	I do not like paintings , I prefer tables .	5	prefer-furniture	NR*	Y
